Partners,Partnership Career Span,Partnership Career Start,Partnership Career End,Number Of Partnerships,Unbroken Partnerships,Total Partnership Runs,Highest Partnership,Avg Partnership Per Dismissal,Century Partnerships,Fifty Runs And Over Partnerships,Country
"AF Milne, TG Southee",2012-2017,2012,2017,3,2,46,19*,46.00,0,0,New Zealand
"DN Patel, IDS Smith",1990-1992,1990,1992,3,0,46,23,15.33,0,0,New Zealand
"C Pringle, IDS Smith",1990-1991,1990,1991,4,2,46,15,23.00,0,0,New Zealand
"BL Cairns, RO Collinge",1978-1978,1978,1978,1,0,45,45,45.00,0,0,New Zealand
"GD Elliott, NL McCullum",2009-2013,2009,2013,4,0,45,22,11.25,0,0,New Zealand
"EJ Gray, IDS Smith",1986-1988,1986,1988,2,0,45,23,22.50,0,0,New Zealand
"CZ Harris, MW Priest",1994-1998,1994,1998,3,1,45,27,22.50,0,0,New Zealand
"GJ Hopkins, LRPL Taylor",2009-2010,2009,2010,2,0,45,32,22.50,0,0,New Zealand
"JDP Oram, JS Patel",2008-2008,2008,2008,1,1,45,45*,-,0,0,New Zealand
"HK Bennett, TG Southee",2011-2014,2011,2014,3,1,44,26,22.00,0,0,New Zealand
"IG Butler, JEC Franklin",2002-2010,2002,2010,2,2,44,34*,-,0,0,New Zealand
"AP Devcich, KS Williamson",2014-2014,2014,2014,2,0,44,26,22.00,0,0,New Zealand
"AM Ellis, BJ Watling",2012-2012,2012,2012,1,0,44,44,44.00,0,0,New Zealand
"RJ Nicol, KS Williamson",2012-2012,2012,2012,3,0,44,26,14.66,0,0,New Zealand
"SB Styris, BGK Walker",2000-2002,2000,2002,3,1,44,29,22.00,0,0,New Zealand
"CL Cairns, TK Canning",2003-2003,2003,2003,1,0,43,43,43.00,0,0,New Zealand
"C de Grandhomme, KS Williamson",2016-2018,2016,2018,2,0,43,38,21.50,0,0,New Zealand
"JEC Franklin, MR Gillespie",2006-2007,2006,2007,3,0,43,29,14.33,0,0,New Zealand
"CZ Harris, SB O'Connor",1997-1997,1997,1997,2,0,43,33,21.50,0,0,New Zealand
"LK Germon, CM Spearman",1996-1996,1996,1996,5,0,42,22,8.40,0,0,New Zealand
"AC Parore, DR Tuffey",2000-2001,2000,2001,3,1,42,20,21.00,0,0,New Zealand
"AR Adams, SB Styris",2002-2005,2002,2005,3,0,41,35,13.66,0,0,New Zealand
"MD Bell, SP Fleming",1998-1998,1998,1998,1,0,41,41,41.00,0,0,New Zealand
"DAJ Bracewell, TWM Latham",2016-2016,2016,2016,1,0,41,41,41.00,0,0,New Zealand
"IG Butler, KD Mills",2009-2009,2009,2009,3,0,41,33,13.66,0,0,New Zealand
"CL Cairns, MD Crowe",1992-1992,1992,1992,2,2,41,33*,-,0,0,New Zealand
"EJ Chatfield, WK Lees",1980-1983,1980,1983,3,1,41,21,20.50,0,0,New Zealand
"JJ Crowe, EJ Gray",1986-1986,1986,1986,3,0,41,27,13.66,0,0,New Zealand
"LK Germon, GR Larsen",1995-1996,1995,1996,5,0,41,11,8.20,0,0,New Zealand
"MJ Greatbatch, CZ Harris",1991-1996,1991,1996,4,1,41,25*,13.66,0,0,New Zealand
"Sir RJ Hadlee, BJ McKechnie",1975-1981,1975,1981,3,1,41,39,20.50,0,0,New Zealand
"CZ Harris, DN Patel",1992-1997,1992,1997,7,1,41,19*,6.83,0,0,New Zealand
"DN Patel, JW Wilson",1993-1993,1993,1993,2,0,41,27,20.50,0,0,New Zealand
"TA Boult, LH Ferguson",2016-2018,2016,2018,4,1,40,18,13.33,0,0,New Zealand
"JG Bracewell, BL Cairns",1985-1985,1985,1985,1,0,40,40,40.00,0,0,New Zealand
"GE Bradburn, DJ Nash",1992-1992,1992,1992,1,1,40,40*,-,0,0,New Zealand
"CL Cairns, CD Cumming",2004-2004,2004,2004,1,1,40,40*,-,0,0,New Zealand
"JJ Crowe, EB McSweeney",1986-1986,1986,1986,2,2,40,36*,-,0,0,New Zealand
"GD Elliott, GJ Hopkins",2008-2010,2008,2010,3,0,40,26,13.33,0,0,New Zealand
"MR Gillespie, SB Styris",2007-2007,2007,2007,1,0,40,40,40.00,0,0,New Zealand
"CZ Harris, MJ Horne",1997-1998,1997,1998,2,0,40,37,20.00,0,0,New Zealand
"NL McCullum, AF Milne",2015-2015,2015,2015,3,1,40,22,20.00,0,0,New Zealand
"IDS Smith, MC Snedden",1981-1988,1981,1988,6,1,40,29*,8.00,0,0,New Zealand
"PG Coman, JM Parker",1974-1974,1974,1974,1,0,39,39,39.00,0,0,New Zealand
"JJ Crowe, BA Edgar",1983-1986,1983,1986,4,0,39,19,9.75,0,0,New Zealand
"C de Grandhomme, JDS Neesham",2017-2017,2017,2017,2,0,39,20,19.50,0,0,New Zealand
"DR Flynn, MJ Guptill",2009-2012,2009,2012,2,0,39,38,19.50,0,0,New Zealand
"RG Petrie, BA Young",1990-1990,1990,1990,2,1,39,25*,39.00,0,0,New Zealand
"JD Ryder, SB Styris",2011-2011,2011,2011,2,0,39,23,19.50,0,0,New Zealand
"MC Snedden, GB Troup",1980-1982,1980,1982,3,1,39,25*,19.50,0,0,New Zealand
"SL Stewart, LRPL Taylor",2010-2010,2010,2010,3,0,39,19,13.00,0,0,New Zealand
"NJ Astle, DL Vettori",1999-2003,1999,2003,4,0,38,16,9.50,0,0,New Zealand
"TE Blain, SA Thomson",1993-1994,1993,1994,3,0,38,24,12.66,0,0,New Zealand
"NL McCullum, JDP Oram",2009-2012,2009,2012,3,0,38,25,12.66,0,0,New Zealand
"AJ McKay, KD Mills",2010-2010,2010,2010,4,0,38,38,9.50,0,0,New Zealand
"JG Bracewell, MW Priest",1990-1990,1990,1990,1,0,37,37,37.00,0,0,New Zealand
"DG Brownlie, BB McCullum",2014-2014,2014,2014,2,0,37,33,18.50,0,0,New Zealand
"BL Cairns, DR Hadlee",1974-1974,1974,1974,1,0,37,37,37.00,0,0,New Zealand
"EJ Chatfield, SR Gillespie",1986-1988,1986,1988,4,3,37,26*,37.00,0,0,New Zealand
"AM Ellis, TG Southee",2012-2012,2012,2012,1,0,37,37,37.00,0,0,New Zealand
"Sir RJ Hadlee, PN Webb",1983-1983,1983,1983,2,0,37,33,18.50,0,0,New Zealand
"RT Latham, C Pringle",1990-1991,1990,1991,2,2,37,23*,-,0,0,New Zealand
"IDS Smith, DA Stirling",1984-1984,1984,1984,2,0,37,29,18.50,0,0,New Zealand
"MG Burgess, GE Vivian",1973-1973,1973,1973,1,0,36,36,36.00,0,0,New Zealand
"BE Congdon, GP Howarth",1975-1978,1975,1978,3,0,36,28,12.00,0,0,New Zealand
"C de Grandhomme, TWM Latham",2017-2018,2017,2018,3,0,36,26,12.00,0,0,New Zealand
"MW Douglas, MJ Greatbatch",1995-1995,1995,1995,2,0,36,28,18.00,0,0,New Zealand
"SB Doull, AC Parore",1996-1998,1996,1998,4,0,36,15,9.00,0,0,New Zealand
"MR Gillespie, BB McCullum",2007-2007,2007,2007,1,0,36,36,36.00,0,0,New Zealand
"RA Jones, JDP Oram",2003-2003,2003,2003,1,0,36,36,36.00,0,0,New Zealand
"BJ McKechnie, KJ Wadsworth",1976-1976,1976,1976,1,0,36,36,36.00,0,0,New Zealand
"AC Parore, PJ Wiseman",1998-2000,1998,2000,2,1,36,30,36.00,0,0,New Zealand
"IDS Smith, JG Wright",1992-1992,1992,1992,1,0,36,36,36.00,0,0,New Zealand
"TE Blain, AH Jones",1988-1993,1988,1993,3,0,35,32,11.66,0,0,New Zealand
"MG Burgess, BA Edgar",1981-1981,1981,1981,2,0,35,32,17.50,0,0,New Zealand
"CZ Harris, MHW Papps",2004-2004,2004,2004,1,1,35,35*,-,0,0,New Zealand
"GR Larsen, SA Thomson",1993-1994,1993,1994,2,0,35,33,17.50,0,0,New Zealand
"BB McCullum, TG Southee",2013-2013,2013,2013,1,0,35,35,35.00,0,0,New Zealand
"KD Mills, SB Styris",2003-2011,2003,2011,5,0,35,30,7.00,0,0,New Zealand
"JD Ryder, KS Williamson",2011-2014,2011,2014,3,0,35,16,11.66,0,0,New Zealand
"BR Blair, Sir RJ Hadlee",1982-1986,1982,1986,3,0,34,15,11.33,0,0,New Zealand
"JEC Franklin, HJH Marshall",2006-2006,2006,2006,1,0,34,34,34.00,0,0,New Zealand
"MJ Guptill, BJ Watling",2010-2016,2010,2016,6,0,34,15,5.66,0,0,New Zealand
"DJ Nash, SA Thomson",1996-1996,1996,1996,2,0,34,27,17.00,0,0,New Zealand
"BR Blair, SR Gillespie",1986-1986,1986,1986,3,0,33,16,11.00,0,0,New Zealand
"MG Burgess, BE Congdon",1974-1974,1974,1974,1,0,33,33,33.00,0,0,New Zealand
"BL Cairns, JM Parker",1976-1976,1976,1976,1,0,33,33,33.00,0,0,New Zealand
"BA Edgar, TJ Franklin",1983-1984,1983,1984,2,0,33,23,16.50,0,0,New Zealand
"JEC Franklin, GJ Hopkins",2010-2010,2010,2010,2,0,33,23,16.50,0,0,New Zealand
"MN Hart, L Vincent",2002-2002,2002,2002,1,0,33,33,33.00,0,0,New Zealand
"DJ Nash, RG Twose",1999-1999,1999,1999,2,0,33,21,16.50,0,0,New Zealand
"AJ Redmond, KS Williamson",2010-2010,2010,2010,1,0,33,33,33.00,0,0,New Zealand
"PN Webb, JG Wright",1983-1984,1983,1984,2,0,33,22,16.50,0,0,New Zealand
"TE Blain, JG Bracewell",1986-1986,1986,1986,3,2,32,30*,32.00,0,0,New Zealand
"TA Boult, MJ Henry",2015-2016,2015,2016,3,1,32,26,16.00,0,0,New Zealand
"TA Boult, TG Southee",2012-2017,2012,2017,7,2,32,10*,6.40,0,0,New Zealand
"NT Broom, LH Ferguson",2016-2017,2016,2017,2,0,32,18,16.00,0,0,New Zealand
"IG Butler, DR Tuffey",2002-2009,2002,2009,2,0,32,17,16.00,0,0,New Zealand
"JV Coney, JM Parker",1980-1980,1980,1980,2,0,32,27,16.00,0,0,New Zealand
"JV Coney, GK Robertson",1981-1984,1981,1984,2,0,32,31,16.00,0,0,New Zealand
"JJ Crowe, PN Webb",1983-1983,1983,1983,1,0,32,32,32.00,0,0,New Zealand
"AM Ellis, JEC Franklin",2012-2012,2012,2012,4,0,32,17,8.00,0,0,New Zealand
"SP Fleming, JEC Franklin",2006-2007,2006,2007,2,0,32,24,16.00,0,0,New Zealand
"JEC Franklin, AC Parore",2001-2002,2001,2002,2,0,32,26,16.00,0,0,New Zealand
"Sir RJ Hadlee, WK Lees",1979-1983,1979,1983,2,0,32,18,16.00,0,0,New Zealand
"CZ Harris, BGK Walker",2001-2002,2001,2002,2,0,32,25,16.00,0,0,New Zealand
"MJ Henry, LRPL Taylor",2017-2017,2017,2017,1,0,32,32,32.00,0,0,New Zealand
"GP Howarth, PE McEwan",1980-1980,1980,1980,2,0,32,22,16.00,0,0,New Zealand
"MJ McClenaghan, AF Milne",2015-2015,2015,2015,1,0,32,32,32.00,0,0,New Zealand
"KD Mills, L Ronchi",2014-2014,2014,2014,3,1,32,19*,16.00,0,0,New Zealand
"MW Priest, IDS Smith",1990-1990,1990,1990,1,0,32,32,32.00,0,0,New Zealand
"AJ Redmond, LRPL Taylor",2009-2010,2009,2010,3,0,32,28,10.66,0,0,New Zealand
"AR Adams, JEC Franklin",2005-2006,2005,2006,2,0,31,19,15.50,0,0,New Zealand
"HK Bennett, KD Mills",2010-2011,2010,2011,2,0,31,26,15.50,0,0,New Zealand
"DAJ Bracewell, C Munro",2015-2015,2015,2015,1,0,31,31,31.00,0,0,New Zealand
"HT Davis, CZ Harris",1997-1997,1997,1997,1,1,31,31*,-,0,0,New Zealand
"C de Grandhomme, C Munro",2016-2016,2016,2016,2,0,31,16,15.50,0,0,New Zealand
"PG Fulton, DL Vettori",2007-2007,2007,2007,3,0,31,24,10.33,0,0,New Zealand
"Sir RJ Hadlee, DK Morrison",1988-1990,1988,1990,3,0,31,31,10.33,0,0,New Zealand
"Sir RJ Hadlee, JF Reid",1985-1985,1985,1985,2,0,31,16,15.50,0,0,New Zealand
"GP Howarth, JM Parker",1975-1981,1975,1981,3,0,31,13,10.33,0,0,New Zealand
"GR Larsen, IDS Smith",1991-1992,1991,1992,2,1,31,18*,31.00,0,0,New Zealand
"TG Southee, LRPL Taylor",2010-2013,2010,2013,4,0,31,21,7.75,0,0,New Zealand
"TG Southee, BM Wheeler",2015-2015,2015,2015,2,1,31,25,31.00,0,0,New Zealand
"AR Adams, L Vincent",2002-2003,2002,2003,3,0,30,18,10.00,0,0,New Zealand
"TE Blain, BR Blair",1986-1986,1986,1986,3,0,30,19,10.00,0,0,New Zealand
"BR Blair, MD Crowe",1986-1986,1986,1986,1,0,30,30,30.00,0,0,New Zealand
"JJ Crowe, CM Kuggeleijn",1989-1989,1989,1989,1,0,30,30,30.00,0,0,New Zealand
"JJ Crowe, MC Snedden",1984-1987,1984,1987,3,1,30,24,15.00,0,0,New Zealand
"RP de Groen, GR Larsen",1994-1994,1994,1994,1,1,30,30*,-,0,0,New Zealand
"GN Edwards, JG Wright",1981-1981,1981,1981,1,0,30,30,30.00,0,0,New Zealand
"MN Hart, DK Morrison",1994-1994,1994,1994,1,0,30,30,30.00,0,0,New Zealand
"PA Hitchcock, DR Tuffey",2003-2003,2003,2003,2,0,30,17,15.00,0,0,New Zealand
"BB McCullum, L Ronchi",2013-2014,2013,2014,2,0,30,21,15.00,0,0,New Zealand
"JAH Marshall, DL Vettori",2006-2006,2006,2006,1,0,30,30,30.00,0,0,New Zealand
"IE O'Brien, DL Vettori",2009-2009,2009,2009,1,1,30,30*,-,0,0,New Zealand
"TE Blain, CL Cairns",1993-1994,1993,1994,4,0,29,17,7.25,0,0,New Zealand
"SE Bond, AC Parore",2002-2002,2002,2002,1,1,29,29*,-,0,0,New Zealand
"NT Broom, C Munro",2016-2017,2016,2017,3,0,29,16,9.66,0,0,New Zealand
"TK Canning, BB McCullum",2003-2005,2003,2005,2,0,29,29,14.50,0,0,New Zealand
"GN Edwards, GP Howarth",1978-1978,1978,1978,2,0,29,29,14.50,0,0,New Zealand
"JEC Franklin, DR Tuffey",2002-2002,2002,2002,1,0,29,29,29.00,0,0,New Zealand
"MJ Henry, MJ Santner",2016-2016,2016,2016,3,1,29,17*,14.50,0,0,New Zealand
"JM How, MS Sinclair",2007-2007,2007,2007,2,0,29,28,14.50,0,0,New Zealand
"RW Anderson, JG Wright",1978-1978,1978,1978,1,0,28,28,28.00,0,0,New Zealand
"NJ Astle, JTC Vaughan",1995-1995,1995,1995,2,0,28,14,14.00,0,0,New Zealand
"JG Bracewell, AH Jones",1987-1990,1987,1990,2,0,28,19,14.00,0,0,New Zealand
"MD Crowe, JW Wilson",1993-1993,1993,1993,1,0,28,28,28.00,0,0,New Zealand
"MW Douglas, AC Parore",1994-1994,1994,1994,2,0,28,26,14.00,0,0,New Zealand
"BA Edgar, IDS Smith",1981-1981,1981,1981,2,0,28,24,14.00,0,0,New Zealand
"JEC Franklin, CS Martin",2001-2001,2001,2001,1,0,28,28,28.00,0,0,New Zealand
"JEC Franklin, L Vincent",2005-2005,2005,2005,1,0,28,28,28.00,0,0,New Zealand
"CZ Harris, MJ Haslam",1992-1992,1992,1992,1,0,28,28,28.00,0,0,New Zealand
"CZ Harris, DR Tuffey",2001-2003,2001,2003,6,1,28,17,5.60,0,0,New Zealand
"GP Howarth, GB Troup",1985-1985,1985,1985,1,1,28,28*,-,0,0,New Zealand
"NL McCullum, DR Tuffey",2010-2010,2010,2010,2,0,28,28,14.00,0,0,New Zealand
"HJH Marshall, LRPL Taylor",2006-2006,2006,2006,1,0,28,28,28.00,0,0,New Zealand
"CJ Nevin, L Vincent",2003-2003,2003,2003,4,0,28,12,7.00,0,0,New Zealand
"JDP Oram, LJ Woodcock",2011-2011,2011,2011,1,0,28,28,28.00,0,0,New Zealand
"SB Styris, PJ Wiseman",2000-2000,2000,2000,1,0,28,28,28.00,0,0,New Zealand
"AR Adams, KD Mills",2005-2005,2005,2005,2,1,27,19,27.00,0,0,New Zealand
"RW Anderson, BL Cairns",1976-1976,1976,1976,1,0,27,27,27.00,0,0,New Zealand
"SE Bond, GJ Hopkins",2010-2010,2010,2010,1,0,27,27,27.00,0,0,New Zealand
"MD Crowe, GR Larsen",1993-1993,1993,1993,1,0,27,27,27.00,0,0,New Zealand
"CD Cumming, HJH Marshall",2004-2005,2004,2005,3,0,27,14,9.00,0,0,New Zealand
"AP Devcich, MJ Santner",2016-2016,2016,2016,2,0,27,19,13.50,0,0,New Zealand
"MW Douglas, SP Fleming",1994-1994,1994,1994,1,0,27,27,27.00,0,0,New Zealand
"GD Elliott, BJ Watling",2013-2013,2013,2013,2,0,27,19,13.50,0,0,New Zealand
"GD Elliott, GH Worker",2015-2015,2015,2015,1,0,27,27,27.00,0,0,New Zealand
"MR Gillespie, KD Mills",2008-2008,2008,2008,2,1,27,14,27.00,0,0,New Zealand
"BB McCullum, JDS Neesham",2013-2013,2013,2013,1,0,27,27,27.00,0,0,New Zealand
"V Pollard, BR Taylor",1973-1973,1973,1973,1,0,27,27,27.00,0,0,New Zealand
"CJ Anderson, MJ Santner",2016-2017,2016,2017,3,0,26,12,8.66,0,0,New Zealand
"EJ Chatfield, MD Crowe",1983-1983,1983,1983,1,0,26,26,26.00,0,0,New Zealand
"SB Doull, KR Rutherford",1992-1994,1992,1994,2,1,26,18,26.00,0,0,New Zealand
"Sir RJ Hadlee, CM Kuggeleijn",1988-1988,1988,1988,1,0,26,26,26.00,0,0,New Zealand
"Sir RJ Hadlee, KR Rutherford",1990-1990,1990,1990,1,0,26,26,26.00,0,0,New Zealand
"PE McEwan, IDS Smith",1981-1981,1981,1981,2,0,26,21,13.00,0,0,New Zealand
"DK Morrison, RG Petrie",1990-1990,1990,1990,1,0,26,26,26.00,0,0,New Zealand
"JDP Oram, TG Southee",2008-2011,2008,2011,3,0,26,15,8.66,0,0,New Zealand
"MS Sinclair, RG Twose",2001-2001,2001,2001,2,0,26,19,13.00,0,0,New Zealand
"VR Brown, KR Rutherford",1988-1988,1988,1988,1,0,25,25,25.00,0,0,New Zealand
"IG Butler, GD Elliott",2009-2009,2009,2009,1,0,25,25,25.00,0,0,New Zealand
"CL Cairns, PG Fulton",2006-2006,2006,2006,1,0,25,25,25.00,0,0,New Zealand
"JJ Crowe, DN Patel",1987-1987,1987,1987,2,0,25,22,12.50,0,0,New Zealand
"AP Devcich, LRPL Taylor",2014-2016,2014,2016,2,0,25,19,12.50,0,0,New Zealand
"JEC Franklin, JD Ryder",2011-2012,2011,2012,2,0,25,21,12.50,0,0,New Zealand
"Sir RJ Hadlee, BR Taylor",1973-1973,1973,1973,1,0,25,25,25.00,0,0,New Zealand
"CZ Harris, AJ Penn",2001-2001,2001,2001,1,0,25,25,25.00,0,0,New Zealand
"MJ Henry, HM Nicholls",2016-2016,2016,2016,1,0,25,25,25.00,0,0,New Zealand
"DK Morrison, JTC Vaughan",1995-1995,1995,1995,1,1,25,25*,-,0,0,New Zealand
"AC Parore, JTC Vaughan",1995-1995,1995,1995,3,0,25,19,8.33,0,0,New Zealand
"AR Adams, MS Sinclair",2001-2001,2001,2001,2,1,24,21*,24.00,0,0,New Zealand
"TE Blain, JW Wilson",1993-1993,1993,1993,1,0,24,24,24.00,0,0,New Zealand
"BR Blair, EB McSweeney",1986-1986,1986,1986,3,1,24,15,12.00,0,0,New Zealand
"SL Boock, W Watson",1987-1987,1987,1987,2,1,24,13,24.00,0,0,New Zealand
"DAJ Bracewell, MJ Santner",2015-2015,2015,2015,1,0,24,24,24.00,0,0,New Zealand
"CL Cairns, DN Patel",1996-1997,1996,1997,2,0,24,17,12.00,0,0,New Zealand
"SB Doull, JTC Vaughan",1995-1996,1995,1996,2,1,24,21*,24.00,0,0,New Zealand
"PA Hitchcock, JDP Oram",2008-2008,2008,2008,1,0,24,24,24.00,0,0,New Zealand
"JM How, DL Vettori",2008-2008,2008,2008,1,0,24,24,24.00,0,0,New Zealand
"MHW Papps, SB Styris",2004-2004,2004,2004,2,0,24,22,12.00,0,0,New Zealand
"SE Bond, TG Southee",2009-2010,2009,2010,4,0,23,13,5.75,0,0,New Zealand
"TA Boult, NT Broom",2016-2016,2016,2016,1,0,23,23,23.00,0,0,New Zealand
"JG Bracewell, MD Crowe",1983-1987,1983,1987,2,0,23,18,11.50,0,0,New Zealand
"MG Burgess, BF Hastings",1973-1974,1973,1974,2,0,23,17,11.50,0,0,New Zealand
"CL Cairns, CM Spearman",1996-1996,1996,1996,1,0,23,23,23.00,0,0,New Zealand
"RO Collinge, Sir RJ Hadlee",1973-1975,1973,1975,3,0,23,11,7.66,0,0,New Zealand
"Sir RJ Hadlee, GP Howarth",1978-1980,1978,1980,2,0,23,17,11.50,0,0,New Zealand
"MN Hart, GR Larsen",1994-1994,1994,1994,3,0,23,13,7.66,0,0,New Zealand
"RL Hayes, DK Morrison",1995-1995,1995,1995,1,0,23,23,23.00,0,0,New Zealand
"MJ Henry, BM Wheeler",2015-2015,2015,2015,1,0,23,23,23.00,0,0,New Zealand
"RA Jones, HJH Marshall",2003-2003,2003,2003,2,0,23,15,11.50,0,0,New Zealand
"AC Parore, JG Wright",1992-1992,1992,1992,1,0,23,23,23.00,0,0,New Zealand
"ML Su'a, JG Wright",1992-1992,1992,1992,1,0,23,23,23.00,0,0,New Zealand
"AR Tait, DL Vettori",1999-1999,1999,1999,1,0,23,23,23.00,0,0,New Zealand
"SA Thomson, JTC Vaughan",1995-1995,1995,1995,1,0,23,23,23.00,0,0,New Zealand
"CJ Anderson, DL Vettori",2015-2015,2015,2015,1,0,22,22,22.00,0,0,New Zealand
"GE Bradburn, MW Priest",1990-1990,1990,1990,1,0,22,22,22.00,0,0,New Zealand
"CZ Harris, RG Petrie",1990-1990,1990,1990,3,0,22,15,7.33,0,0,New Zealand
"CZ Harris, WA Wisneski",2000-2000,2000,2000,2,1,22,13,22.00,0,0,New Zealand
"DK Morrison, IDS Smith",1988-1990,1988,1990,2,0,22,22,11.00,0,0,New Zealand
"DK Morrison, MC Snedden",1989-1990,1989,1990,2,0,22,15,11.00,0,0,New Zealand
"JFM Morrison, PN Webb",1983-1983,1983,1983,2,0,22,16,11.00,0,0,New Zealand
"DJ Nash, SB O'Connor",1998-1999,1998,1999,3,1,22,15,11.00,0,0,New Zealand
"DN Patel, RG Twose",1995-1996,1995,1996,3,0,22,20,7.33,0,0,New Zealand
"DN Patel, JTC Vaughan",1995-1996,1995,1996,3,1,22,14,11.00,0,0,New Zealand
"NJ Astle, GR Larsen",1995-1995,1995,1995,1,1,21,21*,-,0,0,New Zealand
"SE Bond, IG Butler",2009-2009,2009,2009,3,0,21,13,7.00,0,0,New Zealand
"SE Bond, CZ Harris",2002-2003,2002,2003,3,0,21,12,7.00,0,0,New Zealand
"SE Bond, PA Hitchcock",2002-2002,2002,2002,1,0,21,21,21.00,0,0,New Zealand
"NT Broom, TG Southee",2016-2017,2016,2017,2,0,21,16,10.50,0,0,New Zealand
"MG Burgess, GM Turner",1973-1979,1973,1979,2,0,21,20,10.50,0,0,New Zealand
"BL Cairns, MD Crowe",1983-1985,1983,1985,4,0,21,13,5.25,0,0,New Zealand
"BE Congdon, DR Hadlee",1974-1974,1974,1974,1,1,21,21*,-,0,0,New Zealand
"PA Hitchcock, MJ Mason",2003-2003,2003,2003,1,0,21,21,21.00,0,0,New Zealand
"BB McCullum, JS Patel",2007-2009,2007,2009,2,1,21,11*,21.00,0,0,New Zealand
"HJH Marshall, JAH Marshall",2005-2005,2005,2005,2,0,21,21,10.50,0,0,New Zealand
"AC Parore, MW Priest",1994-1998,1994,1998,2,0,21,20,10.50,0,0,New Zealand
"TG Southee, BJ Watling",2012-2016,2012,2016,3,0,21,9,7.00,0,0,New Zealand
"TE Blain, SR Gillespie",1988-1988,1988,1988,1,1,20,20*,-,0,0,New Zealand
"TE Blain, JG Wright",1988-1988,1988,1988,1,0,20,20,20.00,0,0,New Zealand
"SE Bond, MR Gillespie",2007-2007,2007,2007,1,0,20,20,20.00,0,0,New Zealand
"DAJ Bracewell, BB McCullum",2012-2012,2012,2012,1,0,20,20,20.00,0,0,New Zealand
"JG Bracewell, JG Wright",1984-1984,1984,1984,2,0,20,14,10.00,0,0,New Zealand
"EJ Chatfield, DA Stirling",1984-1984,1984,1984,1,0,20,20,20.00,0,0,New Zealand
"JJ Crowe, MJ Greatbatch",1989-1990,1989,1990,3,0,20,13,6.66,0,0,New Zealand
"HT Davis, DN Patel",1997-1997,1997,1997,1,1,20,20*,-,0,0,New Zealand
"SB Doull, DK Morrison",1995-1996,1995,1996,3,0,20,11,6.66,0,0,New Zealand
"SB Doull, DL Vettori",1998-2000,1998,2000,2,0,20,11,10.00,0,0,New Zealand
"AH Jones, JTC Vaughan",1992-1992,1992,1992,1,0,20,20,20.00,0,0,New Zealand
"WK Lees, JFM Morrison",1983-1983,1983,1983,3,0,20,15,6.66,0,0,New Zealand
"CD McMillan, MH Richardson",2002-2002,2002,2002,1,0,20,20,20.00,0,0,New Zealand
"SB O'Connor, DL Vettori",1998-1998,1998,1998,3,2,20,11*,20.00,0,0,New Zealand
"JDP Oram, KS Williamson",2011-2011,2011,2011,2,1,20,16,20.00,0,0,New Zealand
"IS Sodhi, BM Wheeler",2015-2015,2015,2015,1,0,20,20,20.00,0,0,New Zealand
"IS Sodhi, KS Williamson",2018-2018,2018,2018,1,1,20,20*,-,0,0,New Zealand
"DR Tuffey, BGK Walker",2001-2002,2001,2002,3,0,20,13,6.66,0,0,New Zealand
"CJ Anderson, JDS Neesham",2016-2017,2016,2017,3,0,19,10,6.33,0,0,New Zealand
"TD Astle, LRPL Taylor",2017-2017,2017,2017,1,1,19,19*,-,0,0,New Zealand
"TE Blain, CM Kuggeleijn",1988-1988,1988,1988,1,1,19,19*,-,0,0,New Zealand
"SL Boock, AH Jones",1987-1987,1987,1987,1,0,19,19,19.00,0,0,New Zealand
"TA Boult, C de Grandhomme",2017-2017,2017,2017,2,0,19,17,9.50,0,0,New Zealand
"BP Bracewell, BL Cairns",1978-1978,1978,1978,1,0,19,19,19.00,0,0,New Zealand
"GE Bradburn, AC Parore",2001-2001,2001,2001,1,1,19,19*,-,0,0,New Zealand
"DG Brownlie, NL McCullum",2012-2012,2012,2012,1,0,19,19,19.00,0,0,New Zealand
"CL Cairns, MS Sinclair",2003-2003,2003,2003,1,0,19,19,19.00,0,0,New Zealand
"JJ Crowe, JFM Morrison",1983-1983,1983,1983,1,0,19,19,19.00,0,0,New Zealand
"MR Gillespie, JS Patel",2007-2007,2007,2007,2,0,19,10,9.50,0,0,New Zealand
"EJ Gray, CM Kuggeleijn",1988-1988,1988,1988,1,0,19,19,19.00,0,0,New Zealand
"MJ Guptill, PD McGlashan",2009-2009,2009,2009,1,0,19,19,19.00,0,0,New Zealand
"Sir RJ Hadlee, W Watson",1988-1988,1988,1988,1,1,19,19*,-,0,0,New Zealand
"PE McEwan, JM Parker",1980-1980,1980,1980,2,0,19,16,9.50,0,0,New Zealand
"DK Morrison, AC Parore",1992-1995,1992,1995,2,1,19,10*,19.00,0,0,New Zealand
"DK Morrison, BA Young",1990-1990,1990,1990,1,1,19,19*,-,0,0,New Zealand
"JDS Neesham, TG Southee",2016-2016,2016,2016,1,0,19,19,19.00,0,0,New Zealand
"GK Robertson, MC Snedden",1981-1981,1981,1981,1,0,19,19,19.00,0,0,New Zealand
"KR Rutherford, RH Vance",1988-1988,1988,1988,1,0,19,19,19.00,0,0,New Zealand
"AR Adams, LRPL Taylor",2006-2006,2006,2006,1,0,18,18,18.00,0,0,New Zealand
"SE Bond, CL Cairns",2002-2002,2002,2002,1,0,18,18,18.00,0,0,New Zealand
"BL Cairns, GP Howarth",1980-1980,1980,1980,1,0,18,18,18.00,0,0,New Zealand
